indi test_time age state gender farm trBVs
f11_24279 155.7 136.2 0 F 11 -0.176640249001021
f11_24279 208 188.5 0 F 11 -0.176640249001021
f11_24279 248.7 229.3 0 F 11 -0.176640249001021
f11_24349 208 109.7 0 F 11 0.295491964079094
f11_24349 260 161.8 0 F 11 0.295491964079094
f11_24352 0 0 0 F 11 -0.099750053884031
f11_24352 51.8 51.8 0 F 11 -0.099750053884031
f11_24352 103.8 103.8 1 F 11 -0.099750053884031
f11_24352 133.9 133.9 1 F 11 -0.099750053884031
f11_24365 0 18.2 0 F 11 0.0945050378787196
f11_24365 51.8 69.9 0 F 11 0.0945050378787196
f11_24365 76 94.2 1 F 11 0.0945050378787196
f11_24367 172.3 101 0 F 11 0.0115310637743316
f11_24369 0 183 0 F 11 -0.25314929594581
f11_24369 51.8 234.8 0 F 11 -0.25314929594581
f11_24369 103.8 286.8 0 F 11 -0.25314929594581
f11_24369 155.7 338.7 0 F 11 -0.25314929594581
f11_24369 208 391 0 F 11 -0.25314929594581
f11_24369 260 443 0 F 11 -0.25314929594581
f11_24411 103.8 109.8 0 F 11 0.130464084001838
f11_24411 155.7 161.6 0 F 11 0.130464084001838
f11_24411 208 213.9 0 F 11 0.130464084001838
f11_24411 215.4 221.3 0 F 11 0.130464084001838
f11_24445 0 7 0 F 11 -0.394206813824418
f11_24445 51.8 58.8 0 F 11 -0.394206813824418
f11_24445 99.2 106.2 0 F 11 -0.394206813824418
f11_24463 103.8 135.2 0 F 11 -0.0711725275999322
f11_24463 155.7 187 0 F 11 -0.0711725275999322
f11_24463 208 239.3 0 F 11 -0.0711725275999322
f11_24463 260 291.3 0 F 11 -0.0711725275999322
f11_24500 0 8.9 1 F 11 0.309048448833683
f11_24500 51.8 60.7 0 F 11 0.309048448833683
f11_24500 103.8 112.7 1 F 11 0.309048448833683
f11_24500 104.3 113.2 1 F 11 0.309048448833683
f11_24510 103.8 112.6 0 F 11 0.635782643892433
f11_24510 107.5 116.3 0 F 11 0.635782643892433
f11_24516 253.1 109 0 F 11 0.517747274000338
f11_24537 0 113 0 F 11 0.086478526896366
f11_24537 51.8 164.8 0 F 11 0.086478526896366
f11_24537 103.8 216.8 0 F 11 0.086478526896366
f11_24537 121.3 234.3 0 F 11 0.086478526896366
f11_24580 187.2 117.4 0 F 11 -0.04784810734372
f11_24583 0 96 0 F 11 -0.344220417665091
f11_24583 51.8 147.8 0 F 11 -0.344220417665091
f11_24583 103.8 199.8 0 F 11 -0.344220417665091
f11_24583 155.7 251.7 0 F 11 -0.344220417665091
